@relation 2024-02-28arrf-weka.filters.unsupervised.attribute.Remove-R3-4-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.NumericToNominal-R10-22-weka.filters.unsupervised.attribute.Discretize-F-B5-M-1.0-R3-5-precision6-weka.filters.unsupervised.attribute.Discretize-F-B5-M-1.0-R7-9-precision6

@attribute ﻿Type {'code file',commit,discussion,'hacker news',issue,'pull request'}
@attribute RepoLanguage {C,JAVASCRIPT,CSS,ASL,PYTHON,PHP,APL,HTML,MATLAB,ASSEMBLY,BASH,LUA,CPP,ANDROID,CSHARP,ARC,'DIGITAL COMMAND LANGUAGE',ASTRO,SQL,JAVA,GO,SOLIDITY,RUST,GLSL,SHADERLAB,R,NIX,NUNJUCKS,JULIA,CLOJURE,APPLESCRIPT,AUTOHOTKEY,RUBY,PASCAL,VERILOG,PERL,ZIG,OBJECTIVE-C,F#}
@attribute NumberOfPrompts {'\'(-inf-1.5]\'','\'(1.5-2.5]\'','\'(2.5-4.5]\'','\'(4.5-10.5]\'','\'(10.5-inf)\''}
@attribute TokensOfPrompts {'\'(-inf-33.5]\'','\'(33.5-160.5]\'','\'(160.5-508]\'','\'(508-1109.5]\'','\'(1109.5-inf)\''}
@attribute TokensOfAnswers {'\'(-inf-373.5]\'','\'(373.5-621]\'','\'(621-1290.5]\'','\'(1290.5-3431.5]\'','\'(3431.5-inf)\''}
@attribute CodeGPT {PYTHON,ANDROID,JAVASCRIPT,PHP,LUA,BASH,SQL,ARDUINO,YAML,R,SUDOLANG,VBA,RUST,CSHARP,HTML,CPP,JAVA,SOLIDITY,GO,VBNET,CSS,PERL,MATLAB,XML,PLAINTEXT,RUBY,RAKU,NGINX,JANET,C,SHADERLAB,ELIXIR,PRISMA,VERILOG,ELISP,CLOJURE,HAXE,HCL,REGEX}
@attribute LinesUsed {'\'(-inf-0.5]\'','\'(0.5-8.5]\'','\'(8.5-24.5]\'','\'(24.5-75.5]\'','\'(75.5-inf)\''}
@attribute LinesGivenGPT {'\'(-inf-0.5]\'','\'(0.5-18.5]\'','\'(18.5-48.5]\'','\'(48.5-165]\'','\'(165-inf)\''}
@attribute Similarity_Web_y_x string
@attribute String {0,1}
@attribute 'New-Feature ' {0,1}
@attribute ' Refactor' {0,1}
@attribute ' Security ' {0,1}
@attribute 'Bug-Fix ' {0,1}
@attribute Energy {0,1}
@attribute StringGPT {0,1}
@attribute NewFeature {0,1}
@attribute ' RefactorGPT' {0,1}
@attribute ' SecurityGPT ' {0,1}
@attribute 'Bug-Fix GPT' {0,1}
@attribute EnergyGPT {0,1}
@attribute CodeProvided {0,1}

@data
'code file',CSS,'\'(1.5-2.5]\'','\'(-inf-33.5]\'','\'(621-1290.5]\'',BASH,'\'(0.5-8.5]\'','\'(18.5-48.5]\'','0,01',1,0,0,0,0,0,1,1,0,0,0,0,1
'code file',CSS,'\'(1.5-2.5]\'','\'(-inf-33.5]\'','\'(621-1290.5]\'',NGINX,'\'(0.5-8.5]\'','\'(18.5-48.5]\'','0,01',1,0,0,0,0,0,1,1,0,0,0,0,1
'code file',CSS,'\'(1.5-2.5]\'','\'(-inf-33.5]\'','\'(621-1290.5]\'',SQL,'\'(0.5-8.5]\'','\'(18.5-48.5]\'','0,01',1,0,0,0,0,0,1,1,0,0,0,0,1
'code file',CSS,'\'(4.5-10.5]\'','\'(508-1109.5]\'','\'(1290.5-3431.5]\'',BASH,'\'(24.5-75.5]\'','\'(165-inf)\'','0,04',1,0,0,0,0,0,0,0,1,0,0,0,1
'code file',CSS,'\'(4.5-10.5]\'','\'(508-1109.5]\'','\'(1290.5-3431.5]\'',PYTHON,'\'(24.5-75.5]\'','\'(165-inf)\'','0,04',1,0,0,0,0,0,0,0,1,0,0,0,1
'code file',CSS,'\'(4.5-10.5]\'','\'(508-1109.5]\'','\'(1290.5-3431.5]\'',?,'\'(24.5-75.5]\'','\'(165-inf)\'','0,04',1,0,0,0,0,0,0,0,1,0,0,0,1
'code file',CSS,'\'(10.5-inf)\'','\'(160.5-508]\'','\'(3431.5-inf)\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,0
'code file',CSS,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,1,0,0,0,1,0,1,0,0,0
'code file',CSS,'\'(-inf-1.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,1,1,0,1,0,1,1,0,0,1,0,0
'code file',?,'\'(4.5-10.5]\'','\'(160.5-508]\'','\'(1290.5-3431.5]\'',?,'\'(8.5-24.5]\'','\'(48.5-165]\'','0,02',0,0,1,0,0,0,1,1,0,0,0,0,1
'code file',?,'\'(4.5-10.5]\'','\'(160.5-508]\'','\'(1290.5-3431.5]\'',JANET,'\'(8.5-24.5]\'','\'(48.5-165]\'','0,02',0,0,1,0,0,0,1,1,0,0,0,0,1
'code file',CSS,'\'(10.5-inf)\'','\'(160.5-508]\'','\'(3431.5-inf)\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,0
'code file',CSS,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,1,0,0,0,1,0,1,0,0,0
'code file',PYTHON,'\'(2.5-4.5]\'','\'(160.5-508]\'','\'(1290.5-3431.5]\'',PYTHON,'\'(24.5-75.5]\'','\'(48.5-165]\'','0,09',0,1,1,0,1,0,0,0,0,0,1,0,1
'code file',PYTHON,'\'(2.5-4.5]\'','\'(160.5-508]\'','\'(1290.5-3431.5]\'',CSS,'\'(24.5-75.5]\'','\'(48.5-165]\'','0,09',0,1,1,0,1,0,0,0,0,0,1,0,1
'code file',BASH,'\'(-inf-1.5]\'','\'(33.5-160.5]\'','\'(373.5-621]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,0,0,0,0,0,0,0,0,0
'code file',PYTHON,'\'(4.5-10.5]\'','\'(160.5-508]\'','\'(1290.5-3431.5]\'',?,'\'(8.5-24.5]\'','\'(18.5-48.5]\'','0,01',1,0,0,0,0,0,0,0,0,0,0,0,1
'code file',PYTHON,'\'(4.5-10.5]\'','\'(160.5-508]\'','\'(1290.5-3431.5]\'',PYTHON,'\'(8.5-24.5]\'','\'(18.5-48.5]\'','0,01',1,0,0,0,0,0,0,0,0,0,0,0,1
'code file',?,'\'(1.5-2.5]\'','\'(160.5-508]\'','\'(621-1290.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,0,0,1,1,0,0,0,0,0
'code file',BASH,'\'(10.5-inf)\'','\'(508-1109.5]\'','\'(3431.5-inf)\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,0,0,0,0,0,0,0,1,0
'code file',CSS,'\'(4.5-10.5]\'','\'(1109.5-inf)\'','\'(3431.5-inf)\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,0,0,1,1,0,0,0,0,0
'code file',CSS,'\'(4.5-10.5]\'','\'(1109.5-inf)\'','\'(3431.5-inf)\'',?,'\'(0.5-8.5]\'','\'(18.5-48.5]\'','0,01',0,0,1,0,0,0,1,1,0,0,0,0,1
'code file',CSS,'\'(10.5-inf)\'','\'(1109.5-inf)\'','\'(3431.5-inf)\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,0,0,1,1,0,0,0,0,0
'code file',SOLIDITY,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(-inf-373.5]\'',SOLIDITY,'\'(8.5-24.5]\'','\'(18.5-48.5]\'','0,01',0,1,0,0,0,0,1,1,0,0,0,0,1
'code file',CSS,'\'(10.5-inf)\'','\'(160.5-508]\'','\'(3431.5-inf)\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,0
'code file',CSS,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,1,0,0,0,1,0,1,0,0,0
'code file',PYTHON,'\'(10.5-inf)\'','\'(508-1109.5]\'','\'(3431.5-inf)\'',BASH,'\'(75.5-inf)\'','\'(165-inf)\'','0,15',0,0,1,0,0,0,0,0,0,0,0,0,1
'code file',CSS,'\'(2.5-4.5]\'','\'(160.5-508]\'','\'(621-1290.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,0
'code file',CSS,'\'(10.5-inf)\'','\'(160.5-508]\'','\'(3431.5-inf)\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,0
'code file',CSS,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,1,0,0,0,1,0,1,0,0,0
'code file',?,'\'(-inf-1.5]\'','\'(160.5-508]\'','\'(373.5-621]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,0,0,1,0,0,0,0,0,1,0,0
'code file',?,'\'(1.5-2.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,1,0,0,0,1,0,1,0,0,0
'code file',CSHARP,'\'(4.5-10.5]\'','\'(33.5-160.5]\'','\'(1290.5-3431.5]\'',CSHARP,'\'(24.5-75.5]\'','\'(48.5-165]\'','0,09',1,0,0,0,0,0,1,1,0,0,0,0,1
'code file',CSS,'\'(-inf-1.5]\'','\'(160.5-508]\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,0
'code file',PYTHON,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,1,0,0,0,0,1,1,0,0,0,0,0
'code file',CSS,'\'(2.5-4.5]\'','\'(1109.5-inf)\'','\'(1290.5-3431.5]\'',?,'\'(24.5-75.5]\'','\'(48.5-165]\'','0,02',0,0,1,0,0,0,1,1,0,0,0,0,1
'code file',CSS,'\'(2.5-4.5]\'','\'(508-1109.5]\'','\'(1290.5-3431.5]\'',JAVASCRIPT,'\'(75.5-inf)\'','\'(165-inf)\'','0,04',0,0,1,0,0,0,0,0,1,0,0,0,1
'code file',?,'\'(4.5-10.5]\'','\'(508-1109.5]\'','\'(1290.5-3431.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,0,0,1,0,1,1,0,0,1,0,0
'code file',JAVASCRIPT,'\'(1.5-2.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,0,0,1,1,0,0,0,0,0
'code file',CSS,'\'(10.5-inf)\'','\'(160.5-508]\'','\'(3431.5-inf)\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,0
'code file',CSS,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,1,0,0,0,1,0,1,0,0,0
'code file',BASH,'\'(1.5-2.5]\'','\'(160.5-508]\'','\'(373.5-621]\'',PYTHON,'\'(8.5-24.5]\'','\'(18.5-48.5]\'','0,01',0,0,1,0,0,0,1,1,0,0,0,0,1
'code file',PYTHON,'\'(10.5-inf)\'','\'(1109.5-inf)\'','\'(3431.5-inf)\'',BASH,'\'(75.5-inf)\'','\'(165-inf)\'','0,16',1,1,0,0,0,0,1,1,0,0,0,0,1
'code file',PYTHON,'\'(2.5-4.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',PYTHON,'\'(8.5-24.5]\'','\'(48.5-165]\'','0,06',1,1,0,0,0,0,0,0,0,0,0,0,1
'code file',?,'\'(1.5-2.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,0
'code file',CSS,'\'(10.5-inf)\'','\'(160.5-508]\'','\'(3431.5-inf)\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,0
'code file',CSS,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,1,0,0,0,1,0,1,0,0,0
'code file',BASH,'\'(4.5-10.5]\'','\'(1109.5-inf)\'','\'(1290.5-3431.5]\'',?,'\'(0.5-8.5]\'','\'(18.5-48.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,1
'code file',PYTHON,'\'(2.5-4.5]\'','\'(33.5-160.5]\'','\'(1290.5-3431.5]\'',?,'\'(0.5-8.5]\'','\'(18.5-48.5]\'','0,01',0,0,1,0,0,0,1,1,0,0,0,0,1
'code file',CSHARP,'\'(2.5-4.5]\'','\'(-inf-33.5]\'','\'(1290.5-3431.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,0
'code file',CSHARP,'\'(4.5-10.5]\'','\'(33.5-160.5]\'','\'(1290.5-3431.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,0
'code file',CSHARP,'\'(2.5-4.5]\'','\'(33.5-160.5]\'','\'(1290.5-3431.5]\'',?,'\'(8.5-24.5]\'','\'(48.5-165]\'','0,11',1,0,0,0,0,0,0,0,1,0,0,0,1
'code file',CSHARP,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',JAVA,'\'(8.5-24.5]\'','\'(18.5-48.5]\'','0,03',1,0,0,0,0,0,0,0,0,0,0,0,1
'code file',CSHARP,'\'(4.5-10.5]\'','\'(33.5-160.5]\'','\'(3431.5-inf)\'',?,'\'(-inf-0.5]\'','\'(0.5-18.5]\'','0,02',1,0,0,0,0,0,1,1,0,0,0,0,0
'code file',CSHARP,'\'(4.5-10.5]\'','\'(33.5-160.5]\'','\'(1290.5-3431.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,0
'code file',CSHARP,'\'(2.5-4.5]\'','\'(-inf-33.5]\'','\'(1290.5-3431.5]\'',JAVA,'\'(24.5-75.5]\'','\'(165-inf)\'','0,09',1,0,0,0,0,0,0,0,0,0,0,0,1
'code file',CSHARP,'\'(4.5-10.5]\'','\'(33.5-160.5]\'','\'(1290.5-3431.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,0,0,0,0,0,0,0,0,0,0
'code file',CSHARP,'\'(4.5-10.5]\'','\'(33.5-160.5]\'','\'(3431.5-inf)\'',?,'\'(24.5-75.5]\'','\'(48.5-165]\'','0,03',1,0,0,0,0,0,1,1,0,0,0,0,1
'code file',PYTHON,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(-inf-373.5]\'',PYTHON,'\'(8.5-24.5]\'','\'(18.5-48.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,1
'code file',RUST,'\'(1.5-2.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,1,1,0,0,0,0,0,1,0,0,0,0
'code file',CSS,'\'(4.5-10.5]\'','\'(1109.5-inf)\'','\'(1290.5-3431.5]\'',JAVASCRIPT,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,0
'code file',?,'\'(-inf-1.5]\'','\'(1109.5-inf)\'','\'(621-1290.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,1,1,0,0,0,1,1,0,0,0,0,0
'code file',?,'\'(2.5-4.5]\'','\'(160.5-508]\'','\'(621-1290.5]\'',SOLIDITY,'\'(24.5-75.5]\'','\'(48.5-165]\'','0,01',1,0,0,0,0,0,0,0,0,0,0,1,1
'code file',CSS,'\'(1.5-2.5]\'','\'(160.5-508]\'','\'(621-1290.5]\'',BASH,'\'(8.5-24.5]\'','\'(48.5-165]\'','0,01',0,1,1,0,0,0,1,1,0,0,0,0,1
'code file',CSS,'\'(-inf-1.5]\'','\'(33.5-160.5]\'','\'(-inf-373.5]\'',JAVASCRIPT,'\'(0.5-8.5]\'','\'(0.5-18.5]\'',0,0,1,1,0,0,0,0,0,0,0,0,0,1
'code file',JAVA,'\'(1.5-2.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',SQL,'\'(-inf-0.5]\'','\'(0.5-18.5]\'','0,01',0,0,1,0,1,0,1,1,0,0,1,0,0
'code file',JAVASCRIPT,'\'(4.5-10.5]\'','\'(33.5-160.5]\'','\'(1290.5-3431.5]\'',LUA,'\'(24.5-75.5]\'','\'(48.5-165]\'','0,1',0,0,0,0,1,0,1,1,0,0,1,0,1
'code file',CSS,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(-inf-373.5]\'',YAML,'\'(-inf-0.5]\'','\'(0.5-18.5]\'',0,0,1,0,0,0,0,1,1,0,0,0,0,0
'code file',PYTHON,'\'(2.5-4.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',PYTHON,'\'(8.5-24.5]\'','\'(48.5-165]\'','0,08',1,1,0,0,0,0,0,0,0,0,0,0,1
'code file',PYTHON,'\'(-inf-1.5]\'','\'(1109.5-inf)\'','\'(373.5-621]\'',SQL,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,0,0,1,0,1,1,0,0,1,0,0
'code file',?,'\'(4.5-10.5]\'','\'(33.5-160.5]\'','\'(1290.5-3431.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,0,0,1,1,0,0,0,0,0
'code file',CSS,'\'(10.5-inf)\'','\'(1109.5-inf)\'','\'(3431.5-inf)\'',HTML,'\'(75.5-inf)\'','\'(165-inf)\'','0,33',0,0,1,0,0,0,1,1,0,0,0,0,1
'code file',C,'\'(10.5-inf)\'','\'(1109.5-inf)\'','\'(3431.5-inf)\'',CSS,'\'(75.5-inf)\'','\'(165-inf)\'','0,3',0,0,1,0,0,0,1,1,0,0,0,0,1
'code file',PYTHON,'\'(10.5-inf)\'','\'(160.5-508]\'','\'(3431.5-inf)\'',?,'\'(24.5-75.5]\'','\'(165-inf)\'','0,16',0,0,1,0,0,0,0,0,0,0,0,0,1
'code file',ASSEMBLY,'\'(10.5-inf)\'','\'(160.5-508]\'','\'(3431.5-inf)\'',PYTHON,'\'(75.5-inf)\'','\'(165-inf)\'','0,17',0,1,0,0,0,0,0,0,0,0,0,0,1
'code file',PYTHON,'\'(4.5-10.5]\'','\'(160.5-508]\'','\'(3431.5-inf)\'',?,'\'(75.5-inf)\'','\'(165-inf)\'','0,1',1,0,0,0,0,0,1,1,0,0,0,0,1
'code file',CSS,'\'(-inf-1.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',PHP,'\'(8.5-24.5]\'','\'(48.5-165]\'','0,01',1,0,0,0,0,0,0,0,0,0,0,0,1
'code file',HTML,'\'(10.5-inf)\'','\'(508-1109.5]\'','\'(3431.5-inf)\'',BASH,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,0,0,1,1,0,0,0,0,0
'code file',C,'\'(10.5-inf)\'','\'(508-1109.5]\'','\'(3431.5-inf)\'',?,'\'(24.5-75.5]\'','\'(165-inf)\'','0,07',0,0,1,0,0,0,1,1,0,0,0,0,1
'code file',PYTHON,'\'(10.5-inf)\'','\'(508-1109.5]\'','\'(3431.5-inf)\'',PYTHON,'\'(75.5-inf)\'','\'(165-inf)\'','0,64',1,0,0,0,0,0,0,0,0,0,0,0,1
'code file',CSS,'\'(4.5-10.5]\'','\'(160.5-508]\'','\'(1290.5-3431.5]\'',HTML,'\'(24.5-75.5]\'','\'(165-inf)\'','0,07',0,0,1,0,0,0,1,1,0,0,0,0,1
'code file',JAVASCRIPT,'\'(2.5-4.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',JAVASCRIPT,'\'(8.5-24.5]\'','\'(48.5-165]\'','0,01',0,0,1,0,0,0,0,0,1,0,0,0,1
'code file',RUST,'\'(2.5-4.5]\'','\'(160.5-508]\'','\'(1290.5-3431.5]\'',RUST,'\'(75.5-inf)\'','\'(48.5-165]\'','0,19',1,0,0,0,0,0,0,0,0,0,0,0,1
'code file',CSS,'\'(4.5-10.5]\'','\'(160.5-508]\'','\'(1290.5-3431.5]\'',ARDUINO,'\'(8.5-24.5]\'','\'(18.5-48.5]\'','0,01',0,0,1,0,0,0,1,1,0,0,0,0,1
'code file',GLSL,'\'(4.5-10.5]\'','\'(508-1109.5]\'','\'(3431.5-inf)\'',BASH,'\'(75.5-inf)\'','\'(165-inf)\'','0,61',1,0,0,0,0,0,1,1,0,0,0,0,1
'code file',HTML,'\'(2.5-4.5]\'','\'(508-1109.5]\'','\'(1290.5-3431.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,1,0,0,0,0,0,1,0,0
'code file',ASTRO,'\'(10.5-inf)\'','\'(508-1109.5]\'','\'(3431.5-inf)\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,0,0,1,0,1,1,0,0,1,0,0
'code file',CSS,'\'(10.5-inf)\'','\'(160.5-508]\'','\'(3431.5-inf)\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,0
'code file',CSS,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,1,0,0,0,1,0,1,0,0,0
'code file',HTML,'\'(-inf-1.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',HTML,'\'(24.5-75.5]\'','\'(48.5-165]\'','0,33',0,1,0,0,0,0,1,1,0,0,0,0,1
'code file',C,'\'(2.5-4.5]\'','\'(160.5-508]\'','\'(1290.5-3431.5]\'',YAML,'\'(75.5-inf)\'','\'(165-inf)\'','0,04',0,0,1,0,0,0,1,1,0,0,0,0,1
'code file',CSS,'\'(2.5-4.5]\'','\'(1109.5-inf)\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,1,0,1,1,0,0,1,0,0
'code file',CSS,'\'(-inf-1.5]\'','\'(1109.5-inf)\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,1,0,1,1,0,0,1,0,0
'code file',CSS,'\'(2.5-4.5]\'','\'(1109.5-inf)\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,1,0,1,1,0,0,1,0,0
'code file',CSS,'\'(1.5-2.5]\'','\'(1109.5-inf)\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,1,0,1,1,0,0,1,0,0
'code file',CSS,'\'(4.5-10.5]\'','\'(1109.5-inf)\'','\'(-inf-373.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,1,0,1,1,0,0,1,0,0
'code file',C,'\'(10.5-inf)\'','\'(508-1109.5]\'','\'(3431.5-inf)\'',MATLAB,'\'(8.5-24.5]\'','\'(48.5-165]\'','0,02',1,0,0,0,0,0,1,1,0,0,0,0,1
'code file',HTML,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,1,0,0,1,0,0,0,0,0,1,0,0
'code file',?,'\'(-inf-1.5]\'','\'(160.5-508]\'','\'(621-1290.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,0,0,1,0,1,1,0,0,1,0,0
'code file',CPP,'\'(10.5-inf)\'','\'(1109.5-inf)\'','\'(3431.5-inf)\'',?,'\'(75.5-inf)\'','\'(165-inf)\'','0,17',1,1,1,0,0,0,1,1,0,0,0,0,1
'code file',CSS,'\'(1.5-2.5]\'','\'(508-1109.5]\'','\'(1290.5-3431.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,0,0,0,0,0,0,0,0,0
'code file',CSS,'\'(10.5-inf)\'','\'(160.5-508]\'','\'(3431.5-inf)\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,0
'code file',CSS,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,1,0,0,0,1,0,1,0,0,0
'code file',CPP,'\'(4.5-10.5]\'','\'(160.5-508]\'','\'(621-1290.5]\'',?,'\'(-inf-0.5]\'','\'(0.5-18.5]\'','0,01',0,1,0,0,0,0,0,0,0,0,0,0,0
'code file',CSS,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,1,0,0,0,0,0,1,1,0,0,0,0,0
'code file',CSS,'\'(1.5-2.5]\'','\'(33.5-160.5]\'','\'(621-1290.5]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,0,0,1,1,0,0,0,0,0
'code file',CSHARP,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(-inf-373.5]\'',CSS,'\'(-inf-0.5]\'','\'(0.5-18.5]\'',0,1,0,0,0,0,0,0,0,0,0,0,0,0
'code file',CSS,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,0,0,0,0,0,0,0,0,0
'code file',CSS,'\'(10.5-inf)\'','\'(1109.5-inf)\'','\'(3431.5-inf)\'',HTML,'\'(75.5-inf)\'','\'(165-inf)\'','0,11',0,0,1,0,0,0,1,1,0,0,0,0,1
'code file',CSS,'\'(10.5-inf)\'','\'(508-1109.5]\'','\'(3431.5-inf)\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,0,0,0,0,0,0,0,1,0
'code file',CSS,'\'(-inf-1.5]\'','\'(-inf-33.5]\'','\'(373.5-621]\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,0,0,0,0,0,0,0,0,0
'code file',CSS,'\'(10.5-inf)\'','\'(508-1109.5]\'','\'(3431.5-inf)\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,0,0,0,0,0,0,0,1,0
'code file',CSS,'\'(10.5-inf)\'','\'(508-1109.5]\'','\'(3431.5-inf)\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,0,0,0,0,0,0,0,1,0
'code file',CSS,'\'(10.5-inf)\'','\'(508-1109.5]\'','\'(3431.5-inf)\'',?,'\'(-inf-0.5]\'','\'(-inf-0.5]\'',0,0,0,1,0,0,0,0,0,0,0,0,1,0
